"","Request.id","Pickup.point","Driver.id","Status","Request.timestamp","Requested.Date","Requested.Time","Drop.timestamp","Drop.Date","Drop.Time","Request.Date.Hour","Request.Date.Mins","Drop.Date.Hour","Drop.Date.Mins","travel.time.mins","trip.direction","new_seq","RequestedTimeSlot","wait_time"
"5196",5205,"Airport",NA,"No Cars Available",2016-07-14 20:56:53,"2016-07-14","20:56:53",NA,NA,NA,20,56,NA,NA,NA,"Airport to City",5196,"Night ( 20:00 to 24:00)",NA
"5197",5207,"Airport",18,"Trip Completed",2016-07-14 20:57:41,"2016-07-14","20:57:41",2016-07-14 21:56:21,"2016-07-14","21:56:21",20,57,21,56,59,"Airport to City",5197,"Night ( 20:00 to 24:00)",NA
"5198",5209,"Airport",171,"Trip Completed",2016-07-14 20:58:21,"2016-07-14","20:58:21",2016-07-14 21:59:37,"2016-07-14","21:59:37",20,58,21,59,61,"Airport to City",5198,"Night ( 20:00 to 24:00)",NA
"5199",5215,"Airport",NA,"No Cars Available",2016-07-14 20:58:21,"2016-07-14","20:58:21",NA,NA,NA,20,58,NA,NA,NA,"Airport to City",5199,"Night ( 20:00 to 24:00)",NA
"5200",5214,"Airport",184,"Trip Completed",2016-07-14 20:59:09,"2016-07-14","20:59:09",2016-07-14 21:48:04,"2016-07-14","21:48:04",20,59,21,48,49,"Airport to City",5200,"Night ( 20:00 to 24:00)",NA
"5201",5219,"City",124,"Trip Completed",2016-07-14 21:00:35,"2016-07-14","21:00:35",2016-07-14 22:05:19,"2016-07-14","22:05:19",21,0,22,5,65,"City to Airport",5201,"Night ( 20:00 to 24:00)",240
"5202",5213,"Airport",NA,"No Cars Available",2016-07-14 21:01:14,"2016-07-14","21:01:14",NA,NA,NA,21,1,NA,NA,NA,"Airport to City",5202,"Night ( 20:00 to 24:00)",NA
"5203",5221,"Airport",134,"Cancelled",2016-07-14 21:01:34,"2016-07-14","21:01:34",NA,NA,NA,21,1,NA,NA,NA,"Airport to City",5203,"Night ( 20:00 to 24:00)",NA
"5204",5227,"Airport",199,"Trip Completed",2016-07-14 21:02:35,"2016-07-14","21:02:35",2016-07-14 22:19:25,"2016-07-14","22:19:25",21,2,22,19,77,"Airport to City",5204,"Night ( 20:00 to 24:00)",NA
"5205",5229,"Airport",NA,"No Cars Available",2016-07-14 21:02:42,"2016-07-14","21:02:42",NA,NA,NA,21,2,NA,NA,NA,"Airport to City",5205,"Night ( 20:00 to 24:00)",NA
"5206",5223,"Airport",NA,"No Cars Available",2016-07-14 21:03:46,"2016-07-14","21:03:46",NA,NA,NA,21,3,NA,NA,NA,"Airport to City",5206,"Night ( 20:00 to 24:00)",NA
"5207",5220,"Airport",NA,"No Cars Available",2016-07-14 21:04:06,"2016-07-14","21:04:06",NA,NA,NA,21,4,NA,NA,NA,"Airport to City",5207,"Night ( 20:00 to 24:00)",NA
"5208",5222,"Airport",NA,"No Cars Available",2016-07-14 21:05:08,"2016-07-14","21:05:08",NA,NA,NA,21,5,NA,NA,NA,"Airport to City",5208,"Night ( 20:00 to 24:00)",NA
"5209",5226,"Airport",NA,"No Cars Available",2016-07-14 21:05:37,"2016-07-14","21:05:37",NA,NA,NA,21,5,NA,NA,NA,"Airport to City",5209,"Night ( 20:00 to 24:00)",NA
"5210",5238,"Airport",NA,"No Cars Available",2016-07-14 21:06:15,"2016-07-14","21:06:15",NA,NA,NA,21,6,NA,NA,NA,"Airport to City",5210,"Night ( 20:00 to 24:00)",NA
"5211",5236,"Airport",NA,"No Cars Available",2016-07-14 21:06:40,"2016-07-14","21:06:40",NA,NA,NA,21,6,NA,NA,NA,"Airport to City",5211,"Night ( 20:00 to 24:00)",NA
"5212",5225,"City",178,"Cancelled",2016-07-14 21:06:59,"2016-07-14","21:06:59",NA,NA,NA,21,6,NA,NA,NA,"City to Airport",5212,"Night ( 20:00 to 24:00)",NA
"5213",5224,"City",64,"Trip Completed",2016-07-14 21:07:44,"2016-07-14","21:07:44",2016-07-14 22:19:37,"2016-07-14","22:19:37",21,7,22,19,72,"City to Airport",5213,"Night ( 20:00 to 24:00)",240
"5214",5231,"Airport",NA,"No Cars Available",2016-07-14 21:08:03,"2016-07-14","21:08:03",NA,NA,NA,21,8,NA,NA,NA,"Airport to City",5214,"Night ( 20:00 to 24:00)",NA
"5215",5235,"Airport",49,"Trip Completed",2016-07-14 21:08:55,"2016-07-14","21:08:55",2016-07-14 22:00:26,"2016-07-14","22:00:26",21,8,22,0,52,"Airport to City",5215,"Night ( 20:00 to 24:00)",NA
"5216",5230,"Airport",NA,"No Cars Available",2016-07-14 21:09:10,"2016-07-14","21:09:10",NA,NA,NA,21,9,NA,NA,NA,"Airport to City",5216,"Night ( 20:00 to 24:00)",NA
"5217",5237,"Airport",NA,"No Cars Available",2016-07-14 21:09:26,"2016-07-14","21:09:26",NA,NA,NA,21,9,NA,NA,NA,"Airport to City",5217,"Night ( 20:00 to 24:00)",NA
"5218",5234,"City",27,"Trip Completed",2016-07-14 21:09:47,"2016-07-14","21:09:47",2016-07-14 21:52:37,"2016-07-14","21:52:37",21,9,21,52,43,"City to Airport",5218,"Night ( 20:00 to 24:00)",240
"5219",5232,"Airport",NA,"No Cars Available",2016-07-14 21:10:04,"2016-07-14","21:10:04",NA,NA,NA,21,10,NA,NA,NA,"Airport to City",5219,"Night ( 20:00 to 24:00)",NA
"5220",5240,"Airport",NA,"No Cars Available",2016-07-14 21:11:16,"2016-07-14","21:11:16",NA,NA,NA,21,11,NA,NA,NA,"Airport to City",5220,"Night ( 20:00 to 24:00)",NA
"5221",5233,"City",NA,"No Cars Available",2016-07-14 21:11:18,"2016-07-14","21:11:18",NA,NA,NA,21,11,NA,NA,NA,"City to Airport",5221,"Night ( 20:00 to 24:00)",NA
"5222",5243,"City",50,"Trip Completed",2016-07-14 21:12:10,"2016-07-14","21:12:10",2016-07-14 22:15:12,"2016-07-14","22:15:12",21,12,22,15,63,"City to Airport",5222,"Night ( 20:00 to 24:00)",240
"5223",5239,"Airport",NA,"No Cars Available",2016-07-14 21:12:36,"2016-07-14","21:12:36",NA,NA,NA,21,12,NA,NA,NA,"Airport to City",5223,"Night ( 20:00 to 24:00)",NA
"5224",5242,"Airport",NA,"No Cars Available",2016-07-14 21:13:02,"2016-07-14","21:13:02",NA,NA,NA,21,13,NA,NA,NA,"Airport to City",5224,"Night ( 20:00 to 24:00)",NA
"5225",5241,"City",144,"Trip Completed",2016-07-14 21:13:16,"2016-07-14","21:13:16",2016-07-14 21:42:26,"2016-07-14","21:42:26",21,13,21,42,29,"City to Airport",5225,"Night ( 20:00 to 24:00)",240
"5226",5246,"Airport",NA,"No Cars Available",2016-07-14 21:13:41,"2016-07-14","21:13:41",NA,NA,NA,21,13,NA,NA,NA,"Airport to City",5226,"Night ( 20:00 to 24:00)",NA
"5227",5228,"Airport",NA,"No Cars Available",2016-07-14 21:14:49,"2016-07-14","21:14:49",NA,NA,NA,21,14,NA,NA,NA,"Airport to City",5227,"Night ( 20:00 to 24:00)",NA
"5228",5249,"Airport",NA,"No Cars Available",2016-07-14 21:15:21,"2016-07-14","21:15:21",NA,NA,NA,21,15,NA,NA,NA,"Airport to City",5228,"Night ( 20:00 to 24:00)",NA
"5229",5245,"Airport",NA,"No Cars Available",2016-07-14 21:17:05,"2016-07-14","21:17:05",NA,NA,NA,21,17,NA,NA,NA,"Airport to City",5229,"Night ( 20:00 to 24:00)",NA
"5230",5251,"Airport",143,"Cancelled",2016-07-14 21:17:51,"2016-07-14","21:17:51",NA,NA,NA,21,17,NA,NA,NA,"Airport to City",5230,"Night ( 20:00 to 24:00)",NA
"5231",5257,"Airport",NA,"No Cars Available",2016-07-14 21:18:16,"2016-07-14","21:18:16",NA,NA,NA,21,18,NA,NA,NA,"Airport to City",5231,"Night ( 20:00 to 24:00)",NA
"5232",5248,"City",183,"Cancelled",2016-07-14 21:18:23,"2016-07-14","21:18:23",NA,NA,NA,21,18,NA,NA,NA,"City to Airport",5232,"Night ( 20:00 to 24:00)",NA
"5233",5247,"Airport",NA,"No Cars Available",2016-07-14 21:18:25,"2016-07-14","21:18:25",NA,NA,NA,21,18,NA,NA,NA,"Airport to City",5233,"Night ( 20:00 to 24:00)",NA
"5234",5244,"Airport",NA,"No Cars Available",2016-07-14 21:18:49,"2016-07-14","21:18:49",NA,NA,NA,21,18,NA,NA,NA,"Airport to City",5234,"Night ( 20:00 to 24:00)",NA
"5235",5255,"Airport",295,"Trip Completed",2016-07-14 21:19:45,"2016-07-14","21:19:45",2016-07-14 22:09:36,"2016-07-14","22:09:36",21,19,22,9,50,"Airport to City",5235,"Night ( 20:00 to 24:00)",NA
"5236",5252,"Airport",NA,"No Cars Available",2016-07-14 21:22:57,"2016-07-14","21:22:57",NA,NA,NA,21,22,NA,NA,NA,"Airport to City",5236,"Night ( 20:00 to 24:00)",NA
"5237",5254,"City",3,"Trip Completed",2016-07-14 21:23:03,"2016-07-14","21:23:03",2016-07-14 22:25:19,"2016-07-14","22:25:19",21,23,22,25,62,"City to Airport",5237,"Night ( 20:00 to 24:00)",240
"5238",5250,"Airport",NA,"No Cars Available",2016-07-14 21:23:38,"2016-07-14","21:23:38",NA,NA,NA,21,23,NA,NA,NA,"Airport to City",5238,"Night ( 20:00 to 24:00)",NA
"5239",5253,"Airport",NA,"No Cars Available",2016-07-14 21:23:40,"2016-07-14","21:23:40",NA,NA,NA,21,23,NA,NA,NA,"Airport to City",5239,"Night ( 20:00 to 24:00)",NA
"5240",5256,"Airport",NA,"No Cars Available",2016-07-14 21:24:01,"2016-07-14","21:24:01",NA,NA,NA,21,24,NA,NA,NA,"Airport to City",5240,"Night ( 20:00 to 24:00)",NA
"5241",5261,"Airport",NA,"No Cars Available",2016-07-14 21:25:25,"2016-07-14","21:25:25",NA,NA,NA,21,25,NA,NA,NA,"Airport to City",5241,"Night ( 20:00 to 24:00)",NA
"5242",5260,"Airport",NA,"No Cars Available",2016-07-14 21:26:42,"2016-07-14","21:26:42",NA,NA,NA,21,26,NA,NA,NA,"Airport to City",5242,"Night ( 20:00 to 24:00)",NA
"5243",5266,"Airport",243,"Cancelled",2016-07-14 21:26:44,"2016-07-14","21:26:44",NA,NA,NA,21,26,NA,NA,NA,"Airport to City",5243,"Night ( 20:00 to 24:00)",NA
"5244",5258,"Airport",NA,"No Cars Available",2016-07-14 21:27:13,"2016-07-14","21:27:13",NA,NA,NA,21,27,NA,NA,NA,"Airport to City",5244,"Night ( 20:00 to 24:00)",NA
"5245",5267,"Airport",NA,"No Cars Available",2016-07-14 21:28:13,"2016-07-14","21:28:13",NA,NA,NA,21,28,NA,NA,NA,"Airport to City",5245,"Night ( 20:00 to 24:00)",NA
"5246",5262,"Airport",NA,"No Cars Available",2016-07-14 21:28:54,"2016-07-14","21:28:54",NA,NA,NA,21,28,NA,NA,NA,"Airport to City",5246,"Night ( 20:00 to 24:00)",NA
"5247",5268,"City",24,"Trip Completed",2016-07-14 21:29:35,"2016-07-14","21:29:35",2016-07-14 22:30:11,"2016-07-14","22:30:11",21,29,22,30,61,"City to Airport",5247,"Night ( 20:00 to 24:00)",240
"5248",5273,"Airport",225,"Cancelled",2016-07-14 21:29:36,"2016-07-14","21:29:36",NA,NA,NA,21,29,NA,NA,NA,"Airport to City",5248,"Night ( 20:00 to 24:00)",NA
"5249",5272,"City",164,"Cancelled",2016-07-14 21:30:10,"2016-07-14","21:30:10",NA,NA,NA,21,30,NA,NA,NA,"City to Airport",5249,"Night ( 20:00 to 24:00)",NA
"5250",5259,"Airport",NA,"No Cars Available",2016-07-14 21:30:20,"2016-07-14","21:30:20",NA,NA,NA,21,30,NA,NA,NA,"Airport to City",5250,"Night ( 20:00 to 24:00)",NA
"5251",5265,"Airport",NA,"No Cars Available",2016-07-14 21:30:22,"2016-07-14","21:30:22",NA,NA,NA,21,30,NA,NA,NA,"Airport to City",5251,"Night ( 20:00 to 24:00)",NA
"5252",5263,"City",167,"Trip Completed",2016-07-14 21:30:34,"2016-07-14","21:30:34",2016-07-14 21:59:26,"2016-07-14","21:59:26",21,30,21,59,29,"City to Airport",5252,"Night ( 20:00 to 24:00)",240
"5253",5271,"City",66,"Trip Completed",2016-07-14 21:33:30,"2016-07-14","21:33:30",2016-07-14 22:21:00,"2016-07-14","22:21:00",21,33,22,21,48,"City to Airport",5253,"Night ( 20:00 to 24:00)",240
"5254",5270,"City",6,"Trip Completed",2016-07-14 21:33:55,"2016-07-14","21:33:55",2016-07-14 22:25:43,"2016-07-14","22:25:43",21,33,22,25,52,"City to Airport",5254,"Night ( 20:00 to 24:00)",240
"5255",5280,"Airport",NA,"No Cars Available",2016-07-14 21:34:50,"2016-07-14","21:34:50",NA,NA,NA,21,34,NA,NA,NA,"Airport to City",5255,"Night ( 20:00 to 24:00)",NA
"5256",5279,"Airport",NA,"No Cars Available",2016-07-14 21:34:54,"2016-07-14","21:34:54",NA,NA,NA,21,34,NA,NA,NA,"Airport to City",5256,"Night ( 20:00 to 24:00)",NA
"5257",5264,"Airport",NA,"No Cars Available",2016-07-14 21:34:56,"2016-07-14","21:34:56",NA,NA,NA,21,34,NA,NA,NA,"Airport to City",5257,"Night ( 20:00 to 24:00)",NA
"5258",5276,"City",259,"Trip Completed",2016-07-14 21:35:46,"2016-07-14","21:35:46",2016-07-14 22:47:26,"2016-07-14","22:47:26",21,35,22,47,72,"City to Airport",5258,"Night ( 20:00 to 24:00)",240
"5259",5281,"Airport",NA,"No Cars Available",2016-07-14 21:35:55,"2016-07-14","21:35:55",NA,NA,NA,21,35,NA,NA,NA,"Airport to City",5259,"Night ( 20:00 to 24:00)",NA
"5260",5269,"Airport",NA,"No Cars Available",2016-07-14 21:36:33,"2016-07-14","21:36:33",NA,NA,NA,21,36,NA,NA,NA,"Airport to City",5260,"Night ( 20:00 to 24:00)",NA
"5261",5277,"Airport",NA,"No Cars Available",2016-07-14 21:37:00,"2016-07-14","21:37:00",NA,NA,NA,21,37,NA,NA,NA,"Airport to City",5261,"Night ( 20:00 to 24:00)",NA
"5262",5282,"Airport",NA,"No Cars Available",2016-07-14 21:37:02,"2016-07-14","21:37:02",NA,NA,NA,21,37,NA,NA,NA,"Airport to City",5262,"Night ( 20:00 to 24:00)",NA
"5263",5275,"City",157,"Trip Completed",2016-07-14 21:38:10,"2016-07-14","21:38:10",2016-07-14 22:21:52,"2016-07-14","22:21:52",21,38,22,21,44,"City to Airport",5263,"Night ( 20:00 to 24:00)",240
"5264",5278,"Airport",NA,"No Cars Available",2016-07-14 21:38:13,"2016-07-14","21:38:13",NA,NA,NA,21,38,NA,NA,NA,"Airport to City",5264,"Night ( 20:00 to 24:00)",NA
"5265",5283,"Airport",NA,"No Cars Available",2016-07-14 21:39:15,"2016-07-14","21:39:15",NA,NA,NA,21,39,NA,NA,NA,"Airport to City",5265,"Night ( 20:00 to 24:00)",NA
"5266",5286,"City",272,"Trip Completed",2016-07-14 21:40:48,"2016-07-14","21:40:48",2016-07-14 22:28:36,"2016-07-14","22:28:36",21,40,22,28,48,"City to Airport",5266,"Night ( 20:00 to 24:00)",240
"5267",5274,"Airport",NA,"No Cars Available",2016-07-14 21:40:58,"2016-07-14","21:40:58",NA,NA,NA,21,40,NA,NA,NA,"Airport to City",5267,"Night ( 20:00 to 24:00)",NA
"5268",5284,"City",246,"Trip Completed",2016-07-14 21:41:42,"2016-07-14","21:41:42",2016-07-14 22:45:34,"2016-07-14","22:45:34",21,41,22,45,64,"City to Airport",5268,"Night ( 20:00 to 24:00)",240
"5269",5288,"Airport",242,"Cancelled",2016-07-14 21:42:19,"2016-07-14","21:42:19",NA,NA,NA,21,42,NA,NA,NA,"Airport to City",5269,"Night ( 20:00 to 24:00)",NA
"5270",5285,"Airport",89,"Trip Completed",2016-07-14 21:42:42,"2016-07-14","21:42:42",2016-07-14 22:12:28,"2016-07-14","22:12:28",21,42,22,12,30,"Airport to City",5270,"Night ( 20:00 to 24:00)",NA
"5271",5289,"City",13,"Trip Completed",2016-07-14 21:43:24,"2016-07-14","21:43:24",2016-07-14 22:24:13,"2016-07-14","22:24:13",21,43,22,24,41,"City to Airport",5271,"Night ( 20:00 to 24:00)",240
"5272",5294,"City",14,"Trip Completed",2016-07-14 21:45:50,"2016-07-14","21:45:50",2016-07-14 22:16:40,"2016-07-14","22:16:40",21,45,22,16,31,"City to Airport",5272,"Night ( 20:00 to 24:00)",240
"5273",5287,"City",169,"Trip Completed",2016-07-14 21:46:45,"2016-07-14","21:46:45",2016-07-14 22:35:39,"2016-07-14","22:35:39",21,46,22,35,49,"City to Airport",5273,"Night ( 20:00 to 24:00)",240
"5274",5291,"Airport",162,"Trip Completed",2016-07-14 21:48:06,"2016-07-14","21:48:06",2016-07-14 22:45:23,"2016-07-14","22:45:23",21,48,22,45,57,"Airport to City",5274,"Night ( 20:00 to 24:00)",NA
"5275",5301,"Airport",NA,"No Cars Available",2016-07-14 21:48:17,"2016-07-14","21:48:17",NA,NA,NA,21,48,NA,NA,NA,"Airport to City",5275,"Night ( 20:00 to 24:00)",NA
"5276",5295,"City",298,"Trip Completed",2016-07-14 21:48:59,"2016-07-14","21:48:59",2016-07-14 22:41:48,"2016-07-14","22:41:48",21,48,22,41,53,"City to Airport",5276,"Night ( 20:00 to 24:00)",255
"5277",5296,"Airport",NA,"No Cars Available",2016-07-14 21:49:15,"2016-07-14","21:49:15",NA,NA,NA,21,49,NA,NA,NA,"Airport to City",5277,"Night ( 20:00 to 24:00)",NA
"5278",5299,"Airport",NA,"No Cars Available",2016-07-14 21:49:20,"2016-07-14","21:49:20",NA,NA,NA,21,49,NA,NA,NA,"Airport to City",5278,"Night ( 20:00 to 24:00)",NA
"5279",5290,"Airport",153,"Cancelled",2016-07-14 21:50:06,"2016-07-14","21:50:06",NA,NA,NA,21,50,NA,NA,NA,"Airport to City",5279,"Night ( 20:00 to 24:00)",NA
"5280",5293,"Airport",NA,"No Cars Available",2016-07-14 21:50:36,"2016-07-14","21:50:36",NA,NA,NA,21,50,NA,NA,NA,"Airport to City",5280,"Night ( 20:00 to 24:00)",NA
"5281",5297,"City",290,"Trip Completed",2016-07-14 21:51:46,"2016-07-14","21:51:46",2016-07-14 22:25:10,"2016-07-14","22:25:10",21,51,22,25,33,"City to Airport",5281,"Night ( 20:00 to 24:00)",240
"5282",5292,"Airport",NA,"No Cars Available",2016-07-14 21:52:13,"2016-07-14","21:52:13",NA,NA,NA,21,52,NA,NA,NA,"Airport to City",5282,"Night ( 20:00 to 24:00)",NA
"5283",5300,"Airport",47,"Cancelled",2016-07-14 21:52:23,"2016-07-14","21:52:23",NA,NA,NA,21,52,NA,NA,NA,"Airport to City",5283,"Night ( 20:00 to 24:00)",NA
"5284",5302,"Airport",NA,"No Cars Available",2016-07-14 21:53:35,"2016-07-14","21:53:35",NA,NA,NA,21,53,NA,NA,NA,"Airport to City",5284,"Night ( 20:00 to 24:00)",NA
"5285",5303,"Airport",NA,"No Cars Available",2016-07-14 21:54:00,"2016-07-14","21:54:00",NA,NA,NA,21,54,NA,NA,NA,"Airport to City",5285,"Night ( 20:00 to 24:00)",NA
"5286",5298,"Airport",NA,"No Cars Available",2016-07-14 21:54:37,"2016-07-14","21:54:37",NA,NA,NA,21,54,NA,NA,NA,"Airport to City",5286,"Night ( 20:00 to 24:00)",NA
"5287",5304,"Airport",NA,"No Cars Available",2016-07-14 21:56:00,"2016-07-14","21:56:00",NA,NA,NA,21,56,NA,NA,NA,"Airport to City",5287,"Night ( 20:00 to 24:00)",NA
"5288",5305,"Airport",NA,"No Cars Available",2016-07-14 21:56:02,"2016-07-14","21:56:02",NA,NA,NA,21,56,NA,NA,NA,"Airport to City",5288,"Night ( 20:00 to 24:00)",NA
"5289",5308,"Airport",NA,"No Cars Available",2016-07-14 21:58:07,"2016-07-14","21:58:07",NA,NA,NA,21,58,NA,NA,NA,"Airport to City",5289,"Night ( 20:00 to 24:00)",NA
"5290",5309,"Airport",NA,"No Cars Available",2016-07-14 21:58:18,"2016-07-14","21:58:18",NA,NA,NA,21,58,NA,NA,NA,"Airport to City",5290,"Night ( 20:00 to 24:00)",NA
"5291",5312,"Airport",NA,"No Cars Available",2016-07-14 21:58:40,"2016-07-14","21:58:40",NA,NA,NA,21,58,NA,NA,NA,"Airport to City",5291,"Night ( 20:00 to 24:00)",NA
"5292",5311,"Airport",NA,"No Cars Available",2016-07-14 22:00:48,"2016-07-14","22:00:48",NA,NA,NA,22,0,NA,NA,NA,"Airport to City",5292,"Night ( 20:00 to 24:00)",NA
"5293",5306,"Airport",NA,"No Cars Available",2016-07-14 22:01:48,"2016-07-14","22:01:48",NA,NA,NA,22,1,NA,NA,NA,"Airport to City",5293,"Night ( 20:00 to 24:00)",NA
"5294",5313,"Airport",255,"Trip Completed",2016-07-14 22:02:14,"2016-07-14","22:02:14",2016-07-14 22:44:00,"2016-07-14","22:44:00",22,2,22,44,42,"Airport to City",5294,"Night ( 20:00 to 24:00)",NA
"5295",5307,"Airport",NA,"No Cars Available",2016-07-14 22:03:36,"2016-07-14","22:03:36",NA,NA,NA,22,3,NA,NA,NA,"Airport to City",5295,"Night ( 20:00 to 24:00)",NA
"5296",5310,"Airport",NA,"No Cars Available",2016-07-14 22:04:21,"2016-07-14","22:04:21",NA,NA,NA,22,4,NA,NA,NA,"Airport to City",5296,"Night ( 20:00 to 24:00)",NA
"5297",5315,"Airport",NA,"No Cars Available",2016-07-14 22:05:34,"2016-07-14","22:05:34",NA,NA,NA,22,5,NA,NA,NA,"Airport to City",5297,"Night ( 20:00 to 24:00)",NA
"5298",5314,"Airport",NA,"No Cars Available",2016-07-14 22:05:56,"2016-07-14","22:05:56",NA,NA,NA,22,5,NA,NA,NA,"Airport to City",5298,"Night ( 20:00 to 24:00)",NA
"5299",5322,"Airport",NA,"No Cars Available",2016-07-14 22:06:23,"2016-07-14","22:06:23",NA,NA,NA,22,6,NA,NA,NA,"Airport to City",5299,"Night ( 20:00 to 24:00)",NA
"5300",5316,"Airport",NA,"No Cars Available",2016-07-14 22:06:30,"2016-07-14","22:06:30",NA,NA,NA,22,6,NA,NA,NA,"Airport to City",5300,"Night ( 20:00 to 24:00)",NA
"5301",5319,"Airport",NA,"No Cars Available",2016-07-14 22:08:03,"2016-07-14","22:08:03",NA,NA,NA,22,8,NA,NA,NA,"Airport to City",5301,"Night ( 20:00 to 24:00)",NA
"5302",5318,"Airport",141,"Trip Completed",2016-07-14 22:08:44,"2016-07-14","22:08:44",2016-07-14 22:58:08,"2016-07-14","22:58:08",22,8,22,58,49,"Airport to City",5302,"Night ( 20:00 to 24:00)",NA
"5303",5326,"City",163,"Trip Completed",2016-07-14 22:09:30,"2016-07-14","22:09:30",2016-07-14 23:13:16,"2016-07-14","23:13:16",22,9,23,13,64,"City to Airport",5303,"Night ( 20:00 to 24:00)",NA
"5304",5317,"Airport",NA,"No Cars Available",2016-07-14 22:09:42,"2016-07-14","22:09:42",NA,NA,NA,22,9,NA,NA,NA,"Airport to City",5304,"Night ( 20:00 to 24:00)",NA
"5305",5321,"City",102,"Trip Completed",2016-07-14 22:09:50,"2016-07-14","22:09:50",2016-07-14 22:46:06,"2016-07-14","22:46:06",22,9,22,46,36,"City to Airport",5305,"Night ( 20:00 to 24:00)",NA
"5306",5328,"Airport",110,"Trip Completed",2016-07-14 22:10:37,"2016-07-14","22:10:37",2016-07-14 22:51:25,"2016-07-14","22:51:25",22,10,22,51,41,"Airport to City",5306,"Night ( 20:00 to 24:00)",NA
"5307",5325,"City",114,"Trip Completed",2016-07-14 22:11:41,"2016-07-14","22:11:41",2016-07-14 23:12:36,"2016-07-14","23:12:36",22,11,23,12,61,"City to Airport",5307,"Night ( 20:00 to 24:00)",NA
"5308",5327,"Airport",224,"Cancelled",2016-07-14 22:12:35,"2016-07-14","22:12:35",NA,NA,NA,22,12,NA,NA,NA,"Airport to City",5308,"Night ( 20:00 to 24:00)",NA
"5309",5323,"Airport",NA,"No Cars Available",2016-07-14 22:13:46,"2016-07-14","22:13:46",NA,NA,NA,22,13,NA,NA,NA,"Airport to City",5309,"Night ( 20:00 to 24:00)",NA
"5310",5320,"Airport",NA,"No Cars Available",2016-07-14 22:13:58,"2016-07-14","22:13:58",NA,NA,NA,22,13,NA,NA,NA,"Airport to City",5310,"Night ( 20:00 to 24:00)",NA
"5311",5324,"Airport",NA,"No Cars Available",2016-07-14 22:14:46,"2016-07-14","22:14:46",NA,NA,NA,22,14,NA,NA,NA,"Airport to City",5311,"Night ( 20:00 to 24:00)",NA
"5312",5329,"Airport",NA,"No Cars Available",2016-07-14 22:15:42,"2016-07-14","22:15:42",NA,NA,NA,22,15,NA,NA,NA,"Airport to City",5312,"Night ( 20:00 to 24:00)",NA
"5313",5330,"Airport",NA,"No Cars Available",2016-07-14 22:19:56,"2016-07-14","22:19:56",NA,NA,NA,22,19,NA,NA,NA,"Airport to City",5313,"Night ( 20:00 to 24:00)",NA
"5314",5331,"Airport",NA,"No Cars Available",2016-07-14 22:20:30,"2016-07-14","22:20:30",NA,NA,NA,22,20,NA,NA,NA,"Airport to City",5314,"Night ( 20:00 to 24:00)",NA
"5315",5337,"City",205,"Trip Completed",2016-07-14 22:21:28,"2016-07-14","22:21:28",2016-07-14 23:23:40,"2016-07-14","23:23:40",22,21,23,23,62,"City to Airport",5315,"Night ( 20:00 to 24:00)",NA
"5316",5333,"Airport",NA,"No Cars Available",2016-07-14 22:22:35,"2016-07-14","22:22:35",NA,NA,NA,22,22,NA,NA,NA,"Airport to City",5316,"Night ( 20:00 to 24:00)",NA
"5317",5332,"City",NA,"No Cars Available",2016-07-14 22:22:39,"2016-07-14","22:22:39",NA,NA,NA,22,22,NA,NA,NA,"City to Airport",5317,"Night ( 20:00 to 24:00)",NA
"5318",5334,"City",NA,"No Cars Available",2016-07-14 22:23:02,"2016-07-14","22:23:02",NA,NA,NA,22,23,NA,NA,NA,"City to Airport",5318,"Night ( 20:00 to 24:00)",NA
"5319",5335,"Airport",2,"Trip Completed",2016-07-14 22:24:13,"2016-07-14","22:24:13",2016-07-14 23:18:52,"2016-07-14","23:18:52",22,24,23,18,55,"Airport to City",5319,"Night ( 20:00 to 24:00)",NA
"5320",5336,"Airport",201,"Trip Completed",2016-07-14 22:25:11,"2016-07-14","22:25:11",2016-07-14 23:41:47,"2016-07-14","23:41:47",22,25,23,41,77,"Airport to City",5320,"Night ( 20:00 to 24:00)",NA
"5321",5338,"Airport",222,"Trip Completed",2016-07-14 22:27:13,"2016-07-14","22:27:13",2016-07-14 23:34:06,"2016-07-14","23:34:06",22,27,23,34,67,"Airport to City",5321,"Night ( 20:00 to 24:00)",NA
"5322",5339,"City",NA,"No Cars Available",2016-07-14 22:28:16,"2016-07-14","22:28:16",NA,NA,NA,22,28,NA,NA,NA,"City to Airport",5322,"Night ( 20:00 to 24:00)",NA
"5323",5340,"Airport",194,"Trip Completed",2016-07-14 22:32:15,"2016-07-14","22:32:15",2016-07-14 23:44:30,"2016-07-14","23:44:30",22,32,23,44,72,"Airport to City",5323,"Night ( 20:00 to 24:00)",NA
"5324",5341,"City",230,"Cancelled",2016-07-14 22:34:33,"2016-07-14","22:34:33",NA,NA,NA,22,34,NA,NA,NA,"City to Airport",5324,"Night ( 20:00 to 24:00)",NA
"5325",5343,"City",NA,"No Cars Available",2016-07-14 22:35:51,"2016-07-14","22:35:51",NA,NA,NA,22,35,NA,NA,NA,"City to Airport",5325,"Night ( 20:00 to 24:00)",NA
"5326",5344,"Airport",227,"Trip Completed",2016-07-14 22:37:51,"2016-07-14","22:37:51",2016-07-14 23:35:14,"2016-07-14","23:35:14",22,37,23,35,57,"Airport to City",5326,"Night ( 20:00 to 24:00)",NA
